"otu.1"	"otu.2"	"otu.3"	"otu.4"	"otu.5"	"otu.6"	"otu.7"	"otu.8"	"otu.9"	"otu.10"	"otu.11"	"otu.12"	"otu.13"	"otu.14"	"otu.15"	"otu.16"	"otu.17"	"otu.18"	"otu.19"	"otu.20"	"otu.21"	"otu.22"	"otu.23"	"otu.24"	"otu.25"	"otu.26"	"otu.27"	"otu.28"	"otu.29"	"otu.30"	"otu.31"	"otu.32"	"otu.33"	"otu.34"	"otu.35"	"otu.36"	"otu.37"	"otu.38"	"otu.39"	"otu.40"	"otu.41"	"otu.42"	"otu.43"	"otu.44"	"otu.45"	"otu.46"	"otu.47"	"otu.48"	"otu.49"	"otu.50"	"otu.51"	"otu.52"	"otu.53"	"otu.54"	"otu.55"	"otu.56"	"otu.57"	"otu.58"	"otu.59"	"otu.60"	"otu.61"	"otu.62"	"otu.63"	"otu.64"	"otu.65"	"otu.66"	"otu.67"	"otu.68"	"otu.69"	"otu.70"	"otu.71"	"otu.72"	"otu.73"	"otu.74"	"otu.75"	"otu.76"	"otu.77"	"otu.78"	"otu.79"	"otu.80"	"otu.81"	"otu.82"	"otu.83"	"otu.84"	"otu.85"	"otu.86"	"otu.87"	"otu.88"	"otu.89"	"otu.90"	"otu.91"	"otu.92"	"otu.93"	"otu.94"	"otu.95"	"otu.96"	"otu.97"	"otu.98"	"otu.99"	"otu.100"	"otu.101"	"otu.102"	"otu.103"
"sample.100"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000265001754578955	0.000418960759731131	0.000648985202774399	0.000984992873578901	0.00146476592822683	0.00213422507233211	0.00304683582295527	0.00426181639730461	0.00584086631365837	0.00784326057382379	0.0103193624945493	0.0133028881798826	0.0168025756715903	0.0207942196280131	0.0252142608062489	0.0299561986595201	0.0348709685882023	0.0397720673891925	0.0444456405738189	0.0486650327998855	0.0522085604196717	0.0548786303088844	0.0565199352912193	0.0570344024441684	0.0563908943991828	0.0546283291232238	0.0518517834956582	0.0482221231721685	0.0439405819423797	0.0392303450516684	0.0343174728644395	0.0294134059700259	0.0247008661764606	0.0203243139878448	0.0163853776646646	0.0129429675797147	0.0100172409019045	0.0075962494907106	0.00564400213875028	0.00410877128001665	0.00293071515706981	0.00204819877356352	0.00140251475985558	0.000940978339277122	0.000618569724077625	0.000398413953545927	0.000251430099985335
"sample.110"	2.35972673018192e-12	4.95296951005553e-07	2.15652657007733e-18	4.79995694079361e-05	4.67723518149451e-06	0.000861195547942498	0.000664150337500245	0.0198529389946348	0.00113626288064352	0.00452063689511374	0.00929373660070414	0.0371881289330888	0.0148779715014849	0.0246699717894948	0.0365985909223649	0.0138727662800918	0.00820343608300597	0.0728172487876304	0.0654860223786404	0.0492474605194099	0.0280432222770461	0.0366636892642971	0.0365535853630679	0.0598296553706861	0.0268691137200689	0.0333472110216047	0.107929087415664	0.0254111682740196	0.0489580355676207	0.051555595242559	0.0111328227505236	0.00813119669127107	0.0429219615829306	0.026042632020999	0.0148425774535578	0.0390657928787145	0.00559908688966437	0.000282225525583868	0.00999146019708624	0.00720780650144705	0.0128948350931579	0.00555992482329253	0.00181348731485527	1.01206987828994e-05	1.55058478811134e-08	8.03233248676343e-21	1.88707098992808e-38	2.53103174587337e-52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.210"	0	7.12676626585571e-11	1.73551433738343e-12	7.35758150608208e-07	0.000996304975835516	9.80752962266019e-12	0.0106365794529086	2.35124017776411e-05	0.00174538825378272	0.0114805912225261	0.00647463642436391	0.0293059999179949	0.000683753287375513	0.00235278383243183	0.0126771081875096	0.0149709549204657	0.0654425279882754	0.0296841080050767	0.0298432015712955	0.0449645639284114	0.0730690488363368	0.0357796129136211	0.0643185397587957	0.0314265199310317	0.051398933611789	0.0663712055264191	0.0229931931891661	0.0439697276684646	0.0416352323791487	0.012311327309602	0.0441213629739105	0.0728635989536049	0.0418743062433992	0.0440820976606975	0.0107134435751731	0.0206833738777356	0.0174412952996174	0.0243229493671743	0.014248407349876	0.00421695972472504	9.91642520335568e-06	2.80362764842557e-06	0.000175458468682316	0.000570113451818214	0.000117821545960894	4.81727419220967e-26	1.19406587816517e-10	1.43272906478627e-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.310"	0	1.97823810064754e-30	1.68443078363066e-35	8.98207317267015e-15	1.36035102993213e-06	0.00201962300299259	0.00263277227160736	0.000698274006454723	0.00137514397358232	0.00226608997970972	0.0178613097432208	0.0109274027442314	0.0211819529786086	0.00833182440503053	0.00403872828146547	0.0640245884927215	0.0564214594066638	0.0573086575421837	0.0185719217315598	0.0471417117579634	0.0511638858794709	0.0573512465798738	0.0338513455267698	0.0384627145090402	0.057188370576898	0.0308097155330197	0.110733514256673	0.0327492224767679	0.0291405046852247	0.0313215897410478	0.0596025660424925	0.03562345396266	0.0324805827096205	0.0249489472707909	0.00188067810615374	0.0221791847628644	0.00551031278127293	0.0150076414152076	0.000640899328272879	0.00371670796198042	0.00304073378144809	0.00263196097016721	0.00299193053696551	1.64053981396333e-07	4.12468119244937e-13	0.00216888086654992	2.09517801268936e-20	4.25015337483122e-07	1.5086419895048e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.410"	0	0	3.29745484284471e-48	6.77605954778918e-16	8.1585861950896e-17	4.04892359886445e-09	1.43982930566448e-05	3.6746671029161e-06	0.0150875148064677	6.62527416497387e-07	0.00118790885836267	0.00180289632651238	3.95682763949121e-05	0.00658489121059221	0.0332746179527923	0.00669333265363506	0.0396903403237841	0.013153019579126	0.0526518006040143	0.0194308084535401	0.063135966279422	0.040256687887684	0.111823811043137	0.0567045089289834	0.0817309817389113	0.0324631083557112	0.0562422342146829	0.0436714923689571	0.0687547244935506	0.0413310681748363	0.0298899426741451	0.0269272107678905	0.00544271264071046	0.0368220634748649	0.0587542041291388	0.0110045668102999	0.00465865354100772	0.00315295457342307	0.00311031629796599	0.0103740084131395	0.00607709567470099	1.71336557061981e-06	0.000399369914914117	1.86878148274482e-05	6.78848042662537e-06	0.0142109215669985	6.09805746421684e-05	0.0033577870354706	1.82265519907934e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.510"	0	0	5.30301476328459e-37	6.71302670387512e-19	7.75837386090891e-07	1.07428005005687e-09	0.00332600154839856	0.0279828682199761	6.08871385537138e-06	0.00974231001040433	0.00826885764220275	0.000323407288088915	0.00573486499656597	0.00354317735109499	0.0021343025820039	0.0136877767866686	0.0190797158152075	0.00686942306725914	0.0256031648404816	0.0766857044219415	0.051035475085153	0.0264050585304007	0.0364361425277324	0.0411596448278844	0.16807878650317	0.0430014921136912	0.0541747533941969	0.0309504798451873	0.0457275131162173	0.026571482274914	0.0522765350553483	0.0564824767605058	0.0265223751686543	0.0529548153481529	0.0109702955253756	0.0128291977081473	0.00771229743450415	0.0190021423957088	0.0116260005202433	0.00669473699281122	0.00252985635558269	0.00372742981455641	0.00633232235289344	0.00256416895487375	0.00114723821897604	9.56704824235916e-05	3.03087819523752e-06	1.41161320531444e-07	9.73080102154336e-13	4.56391041245784e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.610"	0	0	0	1.95621708490391e-16	0.00125218618046882	7.93646143537306e-07	6.2576317685706e-07	8.8496348773213e-06	0.017379937000212	0.00139321222999223	2.76580648103364e-06	0.00177913507146186	0.00274662584691833	0.00545005335500983	0.0135805538113592	0.00836845182190207	0.0195623349023202	0.0325252203023804	0.0273190377589887	0.0297314769811788	0.0582201468488469	0.0698697358238776	0.0414198689837239	0.0143341761031925	0.0368408700626672	0.0382119157529006	0.0478871081450092	0.02615007495317	0.0627983407127503	0.0477704954734914	0.0547026859709933	0.0668808148640977	0.0185942756948955	0.0874957978312841	0.0567759651566664	0.0394812142298037	0.0266272877415522	0.00163172831919521	0.0136614831190751	0.0035856914409362	0.000125227726346361	0.000401173971127206	4.32280955793496e-05	0.0234483979836394	6.41881838532992e-07	0.00144144667181228	7.82490601317085e-05	1.2765155453578e-09	0.000419773237189288	1.11942865938145e-17	9.22754819786754e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.710"	0	0	0	0	1.0443967409444e-10	7.85890595676129e-13	0.00142551342603698	6.00237429740221e-06	1.37805606115127e-05	0.00632893403269683	2.44825482415474e-06	0.0015822060973243	0.00419297572065146	0.00357589086204311	0.000292638559098541	0.0431694510874266	0.00727036753100214	0.0237401252537426	0.0208499104297162	0.025290406529949	0.0158079473282523	0.043033256540032	0.0307357878480044	0.0614852326135442	0.0515840688017356	0.0532210311337995	0.0139580694332408	0.0709898209747471	0.102667819027305	0.0361209135596075	0.0693272791093072	0.0294164261984827	0.027945305386572	0.0484269086643084	0.0768602157349072	0.0232027746989792	0.00456355686325246	0.0655236010414699	0.00268429775813149	0.0120455547382332	0.00142438532728717	0.00433601732533813	0.0100839964166511	0.000818458544904571	4.23522980613468e-05	4.01075983821858e-05	0.00381550996678633	6.70489701351623e-06	0.000463059138282933	0.00161995945785073	8.93075088290834e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.810"	0	0	0	0	1.04332022294462e-39	1.80759312190338e-20	1.05186710685348e-06	0.0006281135950988	0.000629623872828578	1.59442479376964e-05	1.97991506059665e-08	0.000441119241868859	0.00369658580612467	0.00236856201377047	0.0112222826549034	0.00164671457996766	0.00725314719176062	0.00176615269972283	0.0258448083570403	0.0333802206595877	0.00753093961709958	0.0244443960253288	0.0269057188998225	0.0357209125439326	0.102670231889981	0.0746860327043914	0.0331775594071715	0.101852840206003	0.0231191484860209	0.0579352966357012	0.042883383215937	0.024900993396472	0.0473969324510216	0.0477598555743979	0.0454821549629237	0.0714028617448848	0.0204121543161047	0.0357389073931723	0.0167337095129238	0.0088982731164415	0.00132484491745461	0.0244088133715023	0.0165012324338904	0.00281945067652684	4.15795078689762e-07	0.00869335153261884	0.00759635894226106	1.34688982950522e-13	4.8531026171609e-22	0.000106112005732526	2.77163819944301e-06	4.61401788009897e-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.910"	0	0	0	0	0	8.18505774187257e-09	4.5635577281012e-29	7.2681455383971e-13	0.00169921881449287	0.000461470891847798	0.00416034595594654	1.14157215539727e-05	0.00225862724467674	0.000103085660721722	0.00233048899823265	0.00286911918988129	0.00507065274352201	0.00199397308833846	0.0240617368222902	0.0113024655479559	0.0150154591537764	0.0632233663960101	0.0132885439939312	0.0335242029609233	0.0504064230230213	0.082355480902547	0.0872464001483095	0.0451626409466656	0.0872612410210808	0.0582898936626431	0.0534935043649103	0.0317729312252071	0.0438750242470617	0.0252235880274052	0.0551937906986382	0.0273989080461335	0.0281859197066068	0.0383463660437125	0.0159504626970021	0.0162043277166306	0.0125403345713438	0.0232632112317892	0.0103082985351809	0.019116502087657	2.6288702783137e-06	0.00556218887790028	0.00146442059041366	1.04375666743197e-06	2.87147543317266e-07	4.69243748854207e-10	1.45219432170406e-11	7.86034539383557e-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.101"	0	0	0	0	0	5.74426975818134e-30	1.16968882727876e-18	2.01821876034508e-15	0.000152007042334722	0.0181557360389793	9.9141666958098e-06	1.27332942627084e-06	0.0181189254574383	0.00034594515654893	0.00121567607813221	0.0082648751360494	0.0124042295032155	0.00317474471315483	0.0474123396946571	0.0146104510506721	0.0107880569554958	0.057567774316719	0.0862198551469728	0.0643837262816694	0.0416892554982092	0.0128605706987044	0.0565847068212189	0.0249725257101418	0.0506088379001963	0.0703981395987347	0.038437917058458	0.0432386482326002	0.0562402349385089	0.0209673087429749	0.0865811892936351	0.0230170164337682	0.0326179629719681	0.02443090438625	0.0450887735831556	0.00368358055647099	0.0191036776673665	0.00278272015700016	0.000372842662874065	0.00234328003061203	0.000289618436642062	4.43603391274519e-06	0.00084664444139085	1.3002112720014e-05	1.82499352993139e-10	6.7401118308881e-07	9.80023184025652e-16	1.77063786125327e-09	1.23180064290167e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.111"	0	0	0	0	0	0	1.05192342366655e-79	2.22213447457862e-13	0.0230074777047032	0.00647969379710744	0.00724610387544042	0.0013464406634499	0.000136248468078542	0.000396517445699192	0.00128305228266166	0.00233072831390468	0.00995307656719369	0.005836041448137	0.0172775700049739	0.0151357508752131	0.0190617602280965	0.050588922243426	0.0528916978280771	0.0348344372168149	0.0156695468596717	0.0994270755519252	0.0623420031456868	0.0487938463568783	0.0271358138517946	0.0476865656222719	0.0455744958533781	0.0761815867051018	0.0349874113895863	0.0401913170573108	0.0477733853654947	0.0525506225705052	0.0459581017961805	0.0381068551833526	0.017472841545655	0.011745187825527	0.011248690284359	0.00567551121641015	0.0105363330356889	0.000244150628270185	0.00737923816777512	7.41796823280232e-06	0.000394918747223987	0.00142492496199625	0.00362450074255791	5.07740164880799e-20	6.21386039608279e-05	3.92470528851673e-26	4.55496123794715e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.121"	0	0	0	0	0	0	8.08561909220712e-82	2.50947093631093e-42	1.88857194696117e-10	4.79762795295318e-07	3.89976837319628e-08	5.37829893279382e-09	0.000110800354534916	0.000695205100220747	0.0030144966639386	0.000319726519568313	0.00715072418190179	0.000541925265697255	0.00310198797127332	0.039537620213814	0.0269430199152887	0.0280039823445343	0.0371411631128146	0.0429610029588645	0.024498852047348	0.0588680918866189	0.0524153212085733	0.0528002306745043	0.0326829578810957	0.0364002503362869	0.050175726613692	0.0523296339180714	0.0684654416345346	0.0715611211716478	0.0317372143462007	0.0293897947842473	0.0334574699687021	0.0374702906714911	0.0345627989176996	0.029876324073497	0.0148515026651546	0.00663421501958984	0.0372236106229017	0.0185778115916837	0.00125862138368095	0.0196610415979666	6.87173498336423e-05	1.31765796747037e-06	0.000464520632405631	0.0147647751262272	0.000119103888611715	8.75148234667474e-05	7.35466159093136e-05	1.96030430189309e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.131"	0	0	0	0	0	0	0	0.0029489422356651	6.27707759128496e-06	1.03603480079868e-18	0.000141228695250444	7.91745879614877e-13	3.66355708015567e-05	0.00121574351194409	0.00217662436829662	0.0033757911946343	0.00150129030115384	0.0196950248373814	0.0373429372191314	0.0265996208888813	0.0212478104565325	0.0312238909412252	0.00448486764104817	0.0639203874736865	0.0246321218652413	0.0356832445048339	0.0375952966289411	0.0413512566041683	0.0579886974690775	0.0654187848566411	0.0507548412927243	0.0794155235093744	0.0237264955458473	0.0449290314137984	0.029502937201758	0.0466111336601564	0.027712730577901	0.0470727559103832	0.0550277834306676	0.0134481234214698	0.0119597494259502	0.0307986470065227	0.014825150514927	0.0387417263192136	0.00418466735389336	0.000386873819458434	9.65734856435005e-06	0.000653499195569458	3.08414820505786e-07	0.000187805119178372	5.76445707581978e-07	4.32415870457236e-09	0.00146350440420201	8.34652943024647e-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.141"	0	0	0	0	0	0	0	0	7.70369880734447e-116	1.45827389507446e-44	1.16305456257274e-18	9.11494600630942e-10	0.00122697823862702	7.15690763273522e-08	0.00229892547555398	0.00223969423005268	0.0406058959163034	0.02182023023291	0.00720727399407042	0.0329000664327922	0.0322288830447348	0.0107882032483484	0.031148601030049	0.0105636026370562	0.0724103015747886	0.0469597470281763	0.0286942539257486	0.0937259079975216	0.0425085006559442	0.0546711248338987	0.0483082538978146	0.0498542756538257	0.0549841487345002	0.0601666172148412	0.0431194453817267	0.0342301220326115	0.0513299912953036	0.0284069406530351	0.0222542848393481	0.0170063192247357	0.00615644107877808	0.0155492202156138	0.00343884514255374	0.00857263311931971	0.0110089860540234	0.00380112868934697	0.00196393279705307	0.00396299486317701	0.000479806102438249	0.00340716262647807	6.51868919129931e-08	8.63241381723192e-24	1.21966406498975e-07	2.53030197522915e-10	4.12472384852309e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.151"	0	0	0	0	0	0	0	0	6.29176885768453e-06	0.000427749695333327	3.91126899374675e-10	7.6106724939435e-16	0.000395864588049493	2.84132824615435e-07	0.00233219770325201	0.00138088681145105	0.00282614558456806	0.00134714723468331	0.0242599206021444	0.0151623837891602	0.00963528321157099	0.0228460880850873	0.00781405583480398	0.00549943081240411	0.0300815875012989	0.0173713484660539	0.027927125113084	0.129307141482839	0.0451396629816628	0.0373486972533426	0.0918399615375179	0.0645918422475808	0.101619892016739	0.0407369727976655	0.0309002203842778	0.0342832228950668	0.0543479261708354	0.0437849356784056	0.0396835403896726	0.0637243943350331	0.00712588999722238	0.0137396744271025	0.0183830071614481	0.000926483270010871	0.000810253585332275	0.00533375139596547	0.00239526679961916	0.00298553704825979	0.000253135678102764	0.00121615274447575	5.65165686049709e-07	2.72728251587696e-06	3.95559245418842e-10	7.97340825000101e-05	2.75932070886164e-08	0.000125591876598919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.161"	0	0	0	0	0	0	0	0	0	3.54251662498182e-20	1.1018747487095e-12	2.02318033248323e-14	0.000309061406179392	7.58623233204412e-05	2.7155995018678e-06	4.89932378449994e-08	0.0120507618391873	0.00478142575425711	0.000274362305032658	0.0266451138182489	0.0221694338637874	0.015519387596878	0.00904842479992499	0.0183926682169136	0.0382800876480315	0.00843554092546929	0.0229256574494355	0.0706736236386115	0.0395770802561176	0.0640149499518468	0.0980952160427798	0.0328867238356823	0.0414954288750916	0.0432800325799284	0.0514945675707233	0.0788238710647183	0.0683855165677757	0.0363988049547317	0.0505588107081386	0.0493720789804548	0.0127726249897417	0.00699714794224662	0.00403666747858372	0.0283024553671461	0.0154892496348642	0.0134510626625673	0.00376552365113114	0.0108225280590493	0.000395105834876177	4.36654138142997e-09	2.62143303448139e-10	3.25532025909994e-07	2.30922487117818e-08	5.09117555640597e-16	2.3556135938302e-08	3.56931054627091e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.171"	0	0	0	0	0	0	0	0	0	2.05715151110963e-08	1.94023233280834e-21	8.47209861458595e-07	2.05153493178882e-18	0.000358545856021553	5.04564365454799e-06	0.00252054234561825	0.00230454820835792	0.00185861762996322	0.00636128902496041	0.00709757438652204	0.00987326910937909	0.0116648221767467	0.0351527011655666	0.00440384417006917	0.00540607541481355	0.061699304513068	0.0368032987655595	0.0568932098574472	0.0280171988019479	0.0675127063940838	0.0390269476148448	0.098320055726815	0.0382342010751103	0.0721057354472553	0.0747247126088215	0.023279346770581	0.0590226661945492	0.0473368351340526	0.0395557938168239	0.0421646069269641	0.0263137729006979	0.0147683817985153	0.0304201005419806	0.00941537025868544	0.0103092670126876	0.00367513512495137	0.0145968212125951	0.00661063635107082	0.000887389136279118	0.00244661768657021	0.0079518785657162	4.75845834730081e-13	3.77416651228122e-12	0.000900266845026731	2.60452220931811e-18	4.09496363493708e-21	8.44999751677095e-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.181"	0	0	0	0	0	0	0	0	0	0	1.85114521330546e-20	1.68471347691255e-19	5.2124358023506e-11	2.56930810863185e-14	0.000835417250790335	0.00600006872100396	0.00496197204754403	0.00696544820591278	0.00455009968998553	0.00924596679848952	0.00136027549436035	0.00159855299563556	0.00783158569965791	0.0109746905551797	0.0400817005140723	0.00944872064389437	0.0174812125375616	0.0408388350986881	0.0522800717565435	0.0681328042436459	0.0363792931659419	0.0533851406282758	0.0621720039383349	0.0688157570587138	0.042100007074658	0.07095631041887	0.109348888521414	0.0454256949747168	0.0329874744985715	0.0295782060334916	0.0146393972149343	0.00676175377474307	0.0148430414853216	0.0437886526170795	0.00374339236586775	0.0276161408827109	0.0244336426537598	0.0116586920061837	0.00170772231065755	0.0165789488664005	0.000264703997862474	0.000221290418060785	3.55853863548253e-06	2.68905605109385e-14	4.26851682066953e-09	2.85998113531878e-06	6.22325587115024e-117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.191"	0	0	0	0	0	0	0	0	0	0	0.00685624542441651	5.42316609283229e-09	7.42294365478238e-12	6.05148095067578e-18	4.50607063306233e-05	0.00220170260446335	8.07811663431518e-08	0.000269298616878922	0.00205633822612239	0.000709368611602959	0.00107463557463783	0.0158191417884486	0.0433005819293529	0.00190298331292763	0.00598807782169546	0.0124034427281279	0.0333261201050863	0.0546577261980986	0.0519598421916414	0.0319661215459952	0.0482788492421707	0.0145061498928217	0.092770463883269	0.026453320458362	0.0765874297372633	0.0533978689574153	0.0395992652339582	0.066844205872109	0.0529384157583839	0.0452635363398409	0.047533200351508	0.0510931552207639	0.00725380546687814	0.0296913901467067	0.018844263871222	0.0235581537282068	0.00847678252512477	0.00427234747985852	0.00749658252222153	6.36499352959722e-05	0.000848006036599011	0.00427263878857002	9.96894411321929e-05	2.73401048672635e-08	0.0153131505190524	6.87715982150557e-06	2.815299076708e-17	4.93757726952802e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.201"	0	0	0	0	0	0	0	0	0	0	0	9.84517931470166e-17	7.27668473762346e-07	9.07064759994054e-06	5.65177740452678e-06	1.06873930359869e-11	7.38913478719065e-06	4.17092342718169e-06	0.00042757498803441	0.00148569125349453	0.00215786217096154	0.00713194480823026	0.0274455377722433	0.0107702599397521	0.00170093315578715	0.0297795853176865	0.0268939015882417	0.0343432284677656	0.0544160767995762	0.0505416736171247	0.0232883476767763	0.0526873606674113	0.0558526121018956	0.0708458633443924	0.11886347981271	0.0777303135680888	0.0322285150097776	0.0515909572405171	0.01705051251715	0.0278575860319671	0.0151407709181849	0.0386283660213935	0.0336078292853798	0.0409652648498496	0.0192643839796251	0.00320980185413632	0.017267843882845	0.0230476657159679	0.000525221109212154	0.00602893163175137	0.00218362875719297	0.00871406725534927	0.000135631492843949	0.0135808944364955	0.00258287052016226	3.41452769544039e-14	4.30684463686449e-21	2.77612181411452e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.211"	0	0	0	0	0	0	0	0	0	0	0	6.42652885608787e-17	3.42597010041816e-33	0.00180890716226351	0.0013560780621092	4.89298962896944e-06	6.02666585883824e-05	0.00355867360003153	0.00108653325950348	0.00916724145198499	0.00128368710008023	0.00145208972641059	0.0124093323961169	0.0164122089024505	0.0198821884730993	0.0134503719532832	0.0179971098104896	0.0471948263691206	0.0518506689119347	0.0426828773201313	0.0480244781847733	0.0461412536324995	0.0485083916019963	0.0474772620602319	0.0420824001570292	0.0844430411495712	0.0645976574577708	0.0840091109695409	0.0464397263321976	0.0256376835249725	0.0355049373353384	0.0610418646148141	0.0384312080984297	0.00880816818463391	0.0177139563236368	0.00314873761543781	0.0458971455296352	0.00153015999687246	0.00345538671308609	0.00221892852403591	0.000529812488375986	0.000175534279438902	7.90891859578765e-07	0.000404939700367265	0.00160250694878582	0.000320235238831738	0.000184166191308816	2.36988030677158e-08	1.25384084980913e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.221"	0	0	0	0	0	0	0	0	0	0	0	0	4.19563480333682e-22	6.8024782558476e-05	3.30887043973855e-38	9.20994204668323e-05	4.27391601683463e-05	0.000332193437675797	1.00551565711616e-06	0.000684539386284829	0.016683291634225	0.000570752489605105	0.000632408295823084	0.0316273853109013	0.033286785749587	0.0346104141327596	0.0154503404753152	0.0120812790416389	0.0479698071770779	0.0329285944221688	0.048380411692094	0.0511130584929911	0.0345436549450698	0.0370224361784621	0.0740296635007591	0.0589991240246707	0.0548906686672886	0.0914759074480655	0.0328744107645957	0.0443169305108755	0.0401259128875572	0.0506608454723078	0.0179715665084963	0.0174414126579845	0.0152815723330102	0.0153745431914086	0.0350265435584587	0.013280993054149	0.00704555225470265	0.013770272345792	0.00597856495284506	4.0487402600848e-06	0.0126813029563761	0.00037013193762416	0.000237138876627217	9.45435051790036e-08	4.15770593573135e-05	1.25937919677572e-11	1.59152301230994e-13	1.89126882709063e-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
